Protein,Initial_RMSD_loss,Initial_Steric_loss,Initial_Angle_Dev_loss,Final_RMSD_loss,Final_Steric_loss,Final_Angle_Dev_loss
TcChr06b01693.t1,0.193,4.281,0,0.152,0.023,0.002
TcChr06b01694.t1,0.159,0.867,0,0.11,0.001,0.004
TcChr06b01695.t1,0.156,4.732,0,0.126,0.047,0.002
TcChr06b01696.t1,0.146,5.42,0,0.122,0.001,0.002
TcChr06b01697.t1,0.143,6.089,0,0.117,0.001,0.002
TcChr06b01698.t1,0.188,11.918,0,0.174,0.132,0.006
TcChr06b01699.t1,0.186,33.687,0,0.2,0.434,0.008
TcChr06b01700.t1,0.193,16.447,0,0.183,0.051,0.007
TcChr06b01701.t1,0.142,6.728,0,0.117,0.002,0.002
TcChr06b01721.t1,0.157,27.547,0,0.147,1.792,0.003
TcChr06b01722.t1,0.188,9.483,0,0.178,0.032,0.006
TcChr06b01723.t1,0.151,18.168,0,0.124,0.075,0.002
TcChr06b01724.t1,0.179,22.286,0,0.15,0.118,0.003
TcChr06b01725.t1,0.157,27.42,0,0.139,0.668,0.003
TcChr06b01685.t1,0.21,1.521,0,0.172,0.066,0.007
TcChr06b01691.t1,0.169,2.645,0,0.131,0.003,0.005
TcChr06b01696.t2,0.139,5.844,0,0.117,0.002,0.002
TcChr06b01702.t1,0.158,15.464,0,0.141,0.031,0.003
TcChr06b01708.t1,0.23,6.465,0,0.183,0.006,0.013
TcChr06b01714.t1,0.13,2.434,0,0.103,0.113,0.002
TcChr06b01720.t1,0.206,4.52,0,0.166,0.101,0.003
TcChr06b01726.t1,0.17,7.13,0,0.141,0.167,0.002
TcChr06b01732.t1,0.139,5.099,0,0.117,0.002,0.002
TcChr06b01738.t1,0.137,8.008,0,0.117,0.337,0.002
TcChr06b01744.t1,0.142,1.926,0,0.109,0.002,0.004
TcChr06b01752.t1,0.134,2.584,0,0.104,0.041,0.002
TcChr06b01758.t1,0.238,16.997,0,0.198,0.401,0.006
TcChr06b01764.t1,0.186,13.577,0,0.176,0.158,0.004
TcChr06b01770.t1,0.268,1.893,0,0.187,0.2,0.011
TcChr06b01727.t1,0.117,0.974,0,0.095,0.024,0.002
TcChr06b01728.t1,0.172,6.617,0,0.143,0.026,0.002
TcChr06b01729.t1,0.208,9.768,0,0.166,0.176,0.003
TcChr06b01730.t1,0.246,21.134,0,0.208,0.322,0.005
TcChr06b01731.t1,0.165,5.61,0,0.138,0.17,0.002
TcChr06b01733.t1,0.203,15.7,0,0.177,0.15,0.003
TcChr06b01734.t1,0.167,11.873,0,0.134,0.063,0.003
TcChr06b01735.t1,0.175,2.805,0,0.142,0.014,0.003
TcChr06b01736.t1,0.366,19.436,0,0.268,0.356,0.008
TcChr06b01737.t1,0.15,1.749,0,0.122,0.23,0.004
TcChr06b01753.t1,0.135,2.81,0,0.107,0.035,0.002
TcChr06b01754.t1,0.175,2.367,0,0.153,0.092,0.006
TcChr06b01755.t1,0.148,1.402,0,0.118,0.002,0.002
TcChr06b01756.t1,0.177,22.974,0,0.167,0.025,0.004
TcChr06b01757.t1,0.201,3.73,0,0.16,0.005,0.011
TcChr06b01759.t1,0.19,19.113,0,0.163,0.338,0.003
TcChr06b01760.t1,0.167,13.809,0,0.142,0.247,0.002
TcChr06b01761.t1,0.155,12.36,0,0.135,0.038,0.002
TcChr06b01762.t1,0.157,12.428,0,0.135,0.091,0.002
TcChr06b01763.t1,0.157,11.617,0,0.127,0.028,0.002
TcChr06b01765.t1,0.134,1.96,0,0.115,0.006,0.005
TcChr06b01766.t1,0.173,16.27,0,0.151,1.251,0.004
TcChr06b01767.t1,0.159,2.72,0,0.13,0.003,0.002
TcChr06b01768.t1,0.192,15.416,0,0.176,0.156,0.004
TcChr06b01769.t1,0.161,4.632,0,0.138,0.222,0.003
TcChr06b01771.t1,0.206,13.762,0,0.179,0.179,0.003
TcChr06b01772.t1,0.169,22.707,0,0.148,0.763,0.002
TcChr06b01773.t1,0.192,41.008,0,0.177,2.077,0.004
TcChr06b01774.t1,0.161,10.816,0,0.136,0.035,0.002
TcChr06b01775.t1,0.16,7.299,0,0.135,0.019,0.002
TcChr06b01777.t1,0.156,12.537,0,0.128,0.008,0.002
TcChr06b01778.t1,0.154,8.153,0,0.129,0.049,0.002
TcChr06b01779.t1,0.155,8.445,0,0.13,0.113,0.002
TcChr06b01780.t1,0.177,1.464,0,0.132,0.001,0.008
TcChr06b01781.t1,0.159,6.134,0,0.129,0.002,0.002
TcChr06b01783.t1,0.161,24.878,0,0.145,0.074,0.003
TcChr06b01784.t1,0.151,5.084,0,0.122,0.043,0.002
TcChr06b01785.t1,0.158,7.199,0,0.131,0.004,0.002
TcChr06b01786.t1,0.167,14.307,0,0.141,0.113,0.003
TcChr06b01787.t1,0.178,15.334,0,0.169,0.478,0.005
TcChr06b01824.t1,0.167,6.186,0,0.136,0.002,0.003
TcChr06b01825.t1,0.175,10.045,0,0.159,0.02,0.004
TcChr06b01826.t1,0.175,10.136,0,0.16,0.147,0.004
TcChr06b01827.t1,0.136,2.342,0,0.107,0.001,0.002
TcChr06b01828.t1,0.159,8.725,0,0.147,0.009,0.004
TcChr06b01830.t1,0.206,2.982,0,0.157,0.153,0.007
TcChr06b01830.t2,0.178,4.956,0,0.176,0.196,0.011
TcChr06b01831.t1,0.155,7.922,0,0.144,0.055,0.003
TcChr06b01832.t1,0.14,6.685,0,0.12,0.125,0.001
TcChr06b01833.t1,0.174,3.411,0,0.14,0.005,0.004
TcChr06b01835.t1,0.207,2.78,0,0.159,0.212,0.009
TcChr06b01836.t1,0.142,1.407,0,0.113,0.004,0.003
TcChr06b01837.t1,0.141,1.42,0,0.104,0.002,0.003
TcChr06b01838.t1,0.188,0.708,0,0.142,0.002,0.006
TcChr06b01840.t1,0.147,0.756,0,0.133,0.014,0.004
TcChr06b01782.t1,0.163,7.743,0,0.134,0.179,0.003
TcChr06b01788.t1,0.147,14.874,0,0.13,0.037,0.003
TcChr06b01794.t1,0.179,11.842,0,0.162,0.124,0.004
TcChr06b01800.t1,0.146,1.371,0,0.121,0.006,0.002
TcChr06b01804.t1,0.176,1.93,0,0.136,0.045,0.004
TcChr06b01810.t1,0.139,6.219,0,0.114,0.045,0.001
TcChr06b01814.t1,0.154,17.212,0,0.137,0.234,0.002
TcChr06b01823.t1,0.157,7.885,0,0.144,0.008,0.004
TcChr06b01829.t1,0.141,4.941,0,0.117,0.01,0.002
TcChr06b01834.t1,0.142,0.877,0,0.111,0.004,0.003
TcChr06b01841.t1,0.207,2.068,0,0.159,0.007,0.005
TcChr06b01846.t1,0.174,8.475,0,0.159,0.131,0.005
TcChr06b01850.t1,0.157,3.891,0,0.131,0.236,0.001
TcChr06b01856.t1,0.165,15.899,0,0.142,0.053,0.003
TcChr06b01862.t1,0.155,11.81,0,0.131,0.011,0.002
TcChr06b01872.t1,0.133,1.245,0,0.107,0.036,0.002
TcChr06b01878.t1,0.157,3.708,0,0.122,0.094,0.003
TcChr06b01842.t1,0.172,21.026,0,0.166,0.464,0.006
TcChr06b01843.t1,0.161,7.992,0,0.152,0.056,0.004
TcChr06b01844.t1,0.139,4.064,0,0.119,0.026,0.002
TcChr06b01844.t2,0.173,3.71,0,0.155,0.063,0.005
TcChr06b01845.t1,0.15,2.475,0,0.123,0.007,0.003
TcChr06b01847.t1,0.187,7.125,0,0.145,0.002,0.003
TcChr06b01847.t2,0.176,10.694,0,0.142,0.481,0.003
TcChr06b01848.t1,0.182,13.959,0,0.158,7.61,0.003
TcChr06b01849.t1,0.151,12.919,0,0.135,0.042,0.002
TcChr06b01849.t2,0.151,10.508,0,0.136,0.026,0.002
TcChr06b01851.t1,0.157,13.334,0,0.136,0.042,0.002
TcChr06b01852.t1,0.223,12.162,0,0.188,0.277,0.004
TcChr06b01853.t1,0.163,15.643,0,0.136,0.48,0.002
TcChr06b01854.t1,0.158,11.476,0,0.13,0.004,0.002
TcChr06b01855.t1,0.202,4.818,0,0.154,0.044,0.008
TcChr06b01857.t1,0.156,8.259,0,0.128,0.014,0.002
TcChr06b01858.t1,0.154,1.565,0,0.122,0.035,0.003
TcChr06b01859.t1,0.156,1.8,0,0.118,0.001,0.004
TcChr06b01860.t1,0.19,8.316,0,0.152,0.183,0.003
TcChr06b01861.t1,0.166,3.832,0,0.129,0.005,0.002
TcChr06b01873.t1,0.229,0.793,0,0.162,0.105,0.008
TcChr06b01874.t1,0.268,16.866,0,0.207,0.241,0.004
TcChr06b01875.t1,0.143,2.978,0,0.114,0.002,0.002
TcChr06b01876.t1,0.139,0.717,0,0.101,0,0.003
TcChr06b01877.t1,0.175,4.886,0,0.139,0.035,0.003
TcChr06b01879.t1,0.298,4.587,0,0.219,0.235,0.006
TcChr06b01880.t1,0.171,4.866,0,0.135,0.148,0.004
TcChr06b01881.t1,0.178,7.175,0,0.149,0.048,0.003
TcChr06b01882.t1,0.154,5.635,0,0.127,0.05,0.003
TcChr06b01883.t1,0.167,0.2,0,0.111,0.001,0.006
TcChr06b01884.t2,0.178,6.751,0,0.148,0.044,0.003
TcChr06b01885.t1,0.236,38.975,0,0.186,0.313,0.005
TcChr06b01886.t1,0.178,13.347,0,0.149,0.01,0.002
TcChr06b01887.t1,0.164,34.45,0,0.142,0.096,0.003
TcChr06b01888.t1,0.164,10.642,0,0.136,0.005,0.003
TcChr06b01890.t1,0.177,4.024,0,0.142,0.166,0.004
TcChr06b01891.t1,0.228,0.401,0,0.158,0.031,0.011
TcChr06b01892.t1,0.251,2.916,0,0.171,0.016,0.014
TcChr06b01893.t1,0.235,2.859,0,0.178,0.089,0.007
TcChr06b01894.t1,0.272,7.733,0,0.185,0.011,0.009
TcChr06b01896.t1,0.244,5.202,0,0.18,0.003,0.008
TcChr06b01897.t1,0.251,2.616,0,0.19,0.003,0.011
TcChr06b01898.t1,0.273,1.343,0,0.199,0.005,0.011
TcChr06b01899.t1,0.246,5.187,0,0.173,0.002,0.009
TcChr06b01900.t1,0.248,1.778,0,0.175,0.002,0.011
TcChr06b01902.t1,0.277,1.85,0,0.192,0.023,0.012
TcChr06b01903.t1,0.227,2.05,0,0.145,0.007,0.011
TcChr06b01904.t1,0.255,0.808,0,0.174,0.178,0.012
TcChr06b01905.t1,0.219,0.931,0,0.157,0.002,0.007
TcChr06b01906.t1,0.241,1.92,0,0.17,0.17,0.013
TcChr06b01908.t1,0.226,1.803,0,0.162,0.004,0.013
TcChr06b01909.t1,0.215,0.815,0,0.156,0.004,0.011
TcChr06b01910.t1,0.224,0.628,0,0.163,0.007,0.009
TcChr06b01911.t1,0.233,1.425,0,0.172,0.038,0.014
TcChr06b01912.t1,0.22,1.636,0,0.157,0.116,0.008
TcChr06b01889.t1,0.326,0.827,0,0.217,0.007,0.026
TcChr06b01895.t1,0.29,5.023,0,0.203,0.051,0.013
TcChr06b01901.t1,0.239,27.039,0,0.212,2.698,0.006
TcChr06b01907.t1,0.218,0.953,0,0.156,0.015,0.008
TcChr06b01913.t1,0.212,3.723,0,0.159,0.009,0.011
TcChr06b01919.t1,0.224,7.723,0,0.169,0.009,0.011
TcChr06b01925.t1,0.125,1.38,0,0.095,0.006,0.005
TcChr06b01931.t1,0.143,6.138,0,0.126,0.56,0.002
TcChr06b01936.t2,0.146,11.264,0,0.132,0.362,0.002
TcChr06b01942.t1,0.145,2.56,0,0.119,0.038,0.002
TcChr06b01914.t1,0.249,1.569,0,0.177,0.239,0.012
TcChr06b01915.t1,0.239,1.646,0,0.168,0.004,0.009
TcChr06b01916.t1,0.229,3.732,0,0.171,0.015,0.009
TcChr06b01917.t1,0.216,1.278,0,0.141,0.001,0.01
TcChr06b01918.t1,0.147,8.53,0,0.118,0.048,0.001
TcChr06b01920.t1,0.151,7.55,0,0.121,0.4,0.001
TcChr06b01921.t1,0.261,0.494,0,0.164,0.012,0.018
TcChr06b01922.t1,0.15,2.796,0,0.122,0.01,0.003
TcChr06b01923.t1,0.156,31.91,0,0.13,3.458,0.003
TcChr06b01924.t1,0.144,20.836,0,0.122,3.961,0.002
TcChr06b01926.t1,0.149,30.004,0,0.138,3.243,0.003
TcChr06b01927.t1,0.145,9.858,0,0.134,1.801,0.002
TcChr06b01928.t1,0.147,6.451,0,0.126,0.769,0.002
TcChr06b01929.t1,0.145,7.555,0,0.126,0.589,0.003
TcChr06b01930.t1,0.144,10.089,0,0.124,0.779,0.003
TcChr06b01932.t1,0.141,0.177,0,0.099,0,0.004
TcChr06b01933.t1,0.184,10.901,0,0.15,0.001,0.003
TcChr06b01934.t1,0.142,8.329,0,0.127,0.62,0.002
TcChr06b01935.t1,0.144,3.835,0,0.122,0.002,0.002
TcChr06b01936.t1,0.146,10.591,0,0.138,0.301,0.003
TcChr06b01937.t1,0.174,6.144,0,0.147,0.129,0.004
TcChr06b01938.t1,0.171,18.925,0,0.15,0.005,0.003
TcChr06b01939.t1,0.168,13.572,0,0.15,0.111,0.003
TcChr06b01940.t1,0.178,0.566,0,0.132,0.026,0.008
TcChr06b01941.t1,0.143,2.233,0,0.112,0.011,0.002
TcChr06b01943.t1,0.139,1.67,0,0.112,0.003,0.002
TcChr06b01944.t1,0.145,2.35,0,0.115,0.001,0.003
TcChr06b01945.t1,0.142,1.663,0,0.106,0.01,0.003
TcChr06b01946.t1,0.141,1.914,0,0.112,0.005,0.003
TcChr06b01947.t1,0.137,2.308,0,0.106,0.006,0.002
TcChr06b01949.t1,0.18,26.934,0,0.173,0.563,0.006
TcChr06b01950.t1,0.171,8.503,0,0.139,0.044,0.002
TcChr06b01951.t1,0.161,13.474,0,0.151,0.561,0.003
TcChr06b01952.t1,0.138,4.036,0,0.11,0.055,0.001
TcChr06b01953.t1,0.134,5.923,0,0.106,0.008,0.002
TcChr06b01955.t1,0.15,18.754,0,0.136,0.234,0.002
TcChr06b01956.t1,0.16,14.011,0,0.134,0.117,0.002
TcChr06b01957.t1,0.148,18.132,0,0.137,0.161,0.003
TcChr06b01958.t1,0.164,18.267,0,0.142,0.018,0.003
TcChr06b01958.t2,0.163,20.391,0,0.136,0.031,0.003
TcChr06b01960.t1,0.192,1.98,0,0.148,0.005,0.007
TcChr06b01961.t1,0.169,10.211,0,0.15,0.155,0.005
TcChr06b01962.t1,0.112,0.491,0,0.091,0.001,0.002
TcChr06b01963.t1,0.168,3.457,0,0.14,0.6,0.008
TcChr06b01964.t1,0.186,3.06,0,0.153,0.036,0.004
TcChr06b01966.t1,0.273,0.656,0,0.19,0.001,0.016
TcChr06b01967.t1,0.193,0.686,0,0.136,0.003,0.008
TcChr06b01968.t1,0.148,2.139,0,0.117,0.01,0.001
TcChr06b01969.t1,0.18,2.41,0,0.152,0.261,0.004
TcChr06b01970.t1,0.17,2.217,0,0.141,0.004,0.008
TcChr06b01972.t1,0.145,2.52,0,0.119,0.002,0.002
TcChr06b01973.t1,0.155,7.408,0,0.139,0.134,0.003
TcChr06b01973.t2,0.154,4.055,0,0.132,0.142,0.003
TcChr06b01974.t1,0.141,10.687,0,0.118,0.057,0.003
TcChr06b01975.t1,0.145,6.317,0,0.125,0.035,0.002
TcChr06b01954.t1,0.148,1.149,0,0.119,0.006,0.004
TcChr06b01959.t1,0.152,23.206,0,0.127,0.056,0.002
TcChr06b01965.t1,0.251,6.424,0,0.203,0.05,0.008
TcChr06b01971.t1,0.204,16.206,0,0.185,0.781,0.006
TcChr06b01976.t1,0.133,0.031,0,0.098,0,0.005
TcChr06b01981.t1,0.139,3.15,0,0.116,0.014,0.002
TcChr06b01986.t1,0.179,11.236,0,0.148,0.007,0.006
TcChr06b01992.t1,0.265,14.351,0,0.209,0.146,0.007
TcChr06b01997.t1,0.126,0.493,0,0.094,0.004,0.002
TcChr06b02003.t1,0.152,7.472,0,0.127,0.037,0.002
TcChr06b01977.t1,0.135,2.924,0,0.117,0.014,0.002
TcChr06b01978.t1,0.158,10.317,0,0.16,0.335,0.006
TcChr06b01979.t1,0.156,6.671,0,0.134,0.039,0.005
TcChr06b01980.t1,0.129,0,0,0.097,0,0.004
TcChr06b01980.t2,0.113,0,0,0.085,0,0.003
TcChr06b01982.t1,0.133,4.001,0,0.114,0.009,0.002
TcChr06b01982.t2,0.154,4.021,0,0.129,0.009,0.003
TcChr06b01983.t1,0.142,7.422,0,0.118,0.011,0.002
TcChr06b01984.t1,0.169,1.624,0,0.135,0.068,0.004
TcChr06b01985.t1,0.266,4.496,0,0.193,0.041,0.007
TcChr06b01987.t1,0.171,8.344,0,0.144,0.047,0.002
TcChr06b01988.t1,0.198,3.564,0,0.158,0.032,0.006
TcChr06b01989.t1,0.164,3.895,0,0.129,0.003,0.003
TcChr06b01990.t1,0.171,4.382,0,0.132,0.002,0.006
TcChr06b01991.t1,0.155,3.634,0,0.128,0.026,0.002
TcChr06b01992.t2,0.263,13.203,0,0.206,0.135,0.007
TcChr06b01993.t1,0.158,3.835,0,0.11,0,0.006
TcChr06b01994.t1,0.215,9.689,0,0.172,0.005,0.008
TcChr06b01995.t1,0.195,2.32,0,0.145,0.001,0.003
TcChr06b01996.t1,0.182,3.233,0,0.138,0.088,0.007
TcChr06b01998.t1,0.152,7.049,0,0.134,0.068,0.003
TcChr06b01999.t1,0.226,0.114,0,0.147,0.005,0.002
TcChr06b02000.t1,0.15,3.009,0,0.122,0.022,0.003
TcChr06b02001.t1,0.166,13.609,0,0.149,0.591,0.003
TcChr06b02002.t1,0.148,5.078,0,0.121,0.009,0.002
TcChr06b02004.t1,0.166,29.707,0,0.147,0.04,0.003
TcChr06b02005.t1,0.212,28.199,0,0.176,0.44,0.004
TcChr06b02006.t1,0.162,22.181,0,0.136,0.108,0.002
TcChr06b02007.t1,0.159,6.816,0,0.129,0.61,0.002
TcChr06b02008.t1,0.158,4.718,0,0.126,0.145,0.002
TcChr06b02010.t1,0.137,1.805,0,0.108,0.017,0.002
TcChr06b02011.t1,0.129,1.294,0,0.103,0.017,0.002
TcChr06b02012.t1,0.14,9.033,0,0.117,0.142,0.002
TcChr06b02013.t1,0.131,2.207,0,0.104,0.004,0.001
TcChr06b02014.t1,0.135,1.99,0,0.108,0.012,0.002
TcChr06b02016.t1,0.237,4.86,0,0.181,0.139,0.007
TcChr06b02017.t1,0.158,0.5,0,0.105,0.001,0.007
TcChr06b02018.t1,0.155,3.926,0,0.127,0.009,0.004
TcChr06b02019.t1,0.163,13.941,0,0.135,0.097,0.002
TcChr06b02020.t1,0.222,12.376,0,0.173,0.002,0.004
TcChr06b02022.t1,0.161,7.572,0,0.142,0.032,0.003
TcChr06b02023.t1,0.149,3.599,0,0.125,0.004,0.002
TcChr06b02024.t1,0.155,1.675,0,0.123,0.011,0.004
TcChr06b02025.t1,0.152,6.711,0,0.134,0.009,0.003
TcChr06b02026.t1,0.158,6.686,0,0.144,0.155,0.005
TcChr06b02028.t1,0.154,9.959,0,0.139,0.042,0.003
TcChr06b02029.t1,0.144,2.399,0,0.125,0.028,0.002
TcChr06b02030.t1,0.191,1.739,0,0.141,0.003,0.006
TcChr06b02031.t1,0.193,5.162,0,0.158,0.091,0.007
TcChr06b02032.t1,0.148,6.597,0,0.134,0.295,0.003
TcChr06b02033.t1,0.185,2.48,0,0.138,0.009,0.007
TcChr06b02034.t1,0.239,11.145,0,0.205,1.719,0.007
TcChr06b02035.t1,0.203,10.015,0,0.163,0.062,0.006
TcChr06b02036.t1,0.207,2.054,0,0.148,0.051,0.008
TcChr06b02037.t1,0.188,3.269,0,0.151,0.009,0.004
TcChr06b02015.t1,0.163,20.022,0,0.142,0.061,0.002
TcChr06b02021.t1,0.165,2.796,0,0.136,0.074,0.005
TcChr06b02027.t1,0.153,6.166,0,0.132,0.035,0.002
TcChr06b02032.t2,0.157,2.013,0,0.131,0.068,0.003
TcChr06b02038.t1,0.169,8.059,0,0.142,0.153,0.002
TcChr06b02044.t1,0.156,0.974,0,0.113,0.037,0.003
TcChr06b02050.t1,0.172,1.674,0,0.123,0.004,0.005
TcChr06b02056.t1,0.138,1.538,0,0.108,0.003,0.002
TcChr06b02062.t1,0.137,2.824,0,0.116,0.02,0.003
TcChr06b02068.t1,0.189,2.387,0,0.163,0.002,0.007
TcChr06b02039.t1,0.16,6.754,0,0.14,0.177,0.002
TcChr06b02040.t1,0.161,1.664,0,0.134,0.046,0.004
TcChr06b02041.t1,0.152,7.893,0,0.129,0.321,0.002
TcChr06b02042.t1,0.156,8.251,0,0.13,0.136,0.002
TcChr06b02043.t1,0.219,2.398,0,0.174,0.036,0.011
TcChr06b02045.t1,0.19,3.328,0,0.148,0.021,0.005
TcChr06b02046.t1,0.153,12.51,0,0.135,0.03,0.003
TcChr06b02047.t1,0.176,2.436,0,0.138,0.121,0.006
TcChr06b02048.t1,0.169,0.347,0,0.138,0.028,0.006
TcChr06b02049.t1,0.282,5.605,0,0.206,0.26,0.007
TcChr06b02051.t1,0.195,1.486,0,0.149,0.038,0.005
TcChr06b02052.t1,0.21,3.715,0,0.154,0.005,0.007
TcChr06b02053.t1,0.138,4.516,0,0.127,0.178,0.002
TcChr06b02054.t1,0.207,17.61,0,0.192,0.033,0.008
TcChr06b02055.t1,0.142,2.966,0,0.123,0.176,0.002
TcChr06b02057.t1,0.136,1.469,0,0.11,0.002,0.002
TcChr06b02058.t1,0.139,3.988,0,0.116,0.006,0.003
TcChr06b02059.t1,0.149,0.977,0,0.12,0.002,0.004
TcChr06b02060.t1,0.161,3.585,0,0.134,0.054,0.005
TcChr06b02061.t1,0.159,1.908,0,0.136,0.013,0.004
TcChr06b02063.t1,0.138,0.998,0,0.112,0.014,0.002
TcChr06b02064.t1,0.212,20.887,0,0.217,0.089,0.008
TcChr06b02065.t1,0.132,0.478,0,0.103,0.001,0.002
TcChr06b02066.t1,0.133,0.67,0,0.107,0.001,0.002
TcChr06b02067.t1,0.131,1.187,0,0.108,0.003,0.002
TcChr06b02069.t1,0.135,1.448,0,0.111,0.004,0.002
TcChr06b02070.t1,0.137,0.582,0,0.107,0.001,0.002
TcChr06b02071.t1,0.149,1.023,0,0.113,0.002,0.004
TcChr06b02071.t2,0.148,0.931,0,0.113,0.002,0.004
TcChr06b02072.t1,0.141,0.872,0,0.111,0.002,0.002
TcChr06b02074.t1,0.141,1.044,0,0.113,0.001,0.002
TcChr06b02075.t1,0.21,6.268,0,0.153,0.107,0.005
TcChr06b02076.t1,0.162,8.545,0,0.133,0.009,0.003
TcChr06b02077.t1,0.181,3.647,0,0.14,0.018,0.01
TcChr06b02078.t1,0.163,3.822,0,0.136,0.013,0.004
TcChr06b02080.t1,0.198,1.792,0,0.161,0.013,0.007
TcChr06b02081.t1,0.194,114.929,0,0.19,1.739,0.007
TcChr06b02082.t1,0.159,11.021,0,0.143,0.475,0.003
TcChr06b02083.t1,0.17,6.838,0,0.151,0.031,0.007
TcChr06b02084.t1,0.17,9.945,0,0.146,0.195,0.003
TcChr06b02098.t1,0.153,22.417,0,0.128,0.013,0.003
TcChr06b02099.t1,0.153,19.955,0,0.131,0.055,0.002
TcChr06b02100.t1,0.148,3.851,0,0.124,0.017,0.002
TcChr06b02101.t1,0.166,11.283,0,0.139,0.091,0.003
TcChr06b02102.t1,0.179,32.968,0,0.163,3.607,0.003
TcChr06b02104.t1,0.155,21.957,0,0.146,0.066,0.003
TcChr06b02105.t1,0.148,15.055,0,0.134,0.083,0.002
TcChr06b02106.t1,0.17,13.081,0,0.151,0.351,0.002
TcChr06b02107.t1,0.15,19.156,0,0.139,0.289,0.003
TcChr06b02108.t1,0.153,19.29,0,0.138,0.037,0.004
TcChr06b02110.t1,0.151,17.894,0,0.142,0.065,0.005
TcChr06b02111.t1,0.147,12.427,0,0.134,0.03,0.002
TcChr06b02112.t1,0.129,2.1,0,0.1,0.005,0.004
TcChr06b02113.t1,0.146,5.551,0,0.121,0.002,0.004
TcChr06b02114.t1,0.131,1.796,0,0.1,0.004,0.003
TcChr06b02079.t1,0.188,5.192,0,0.154,0.028,0.005
TcChr06b02085.t1,0.205,80.337,0,0.194,4.865,0.007
TcChr06b02097.t1,0.155,7.167,0,0.127,0.115,0.002
TcChr06b02103.t1,0.145,22.074,0,0.127,0.097,0.002
TcChr06b02109.t1,0.151,16.175,0,0.144,0.085,0.005
TcChr06b02115.t1,0.146,5.552,0,0.122,0.003,0.004
TcChr06b02121.t1,0.168,17.29,0,0.145,0.085,0.003
TcChr06b02126.t2,0.309,68.739,0,0.254,7.07,0.009
TcChr06b02132.t1,0.182,23.431,0,0.161,0.362,0.002
TcChr06b02138.t1,0.174,100.856,0,0.166,4.664,0.005
TcChr06b02143.t1,0.274,39.946,0,0.237,1.934,0.007
TcChr06b02149.t1,0.159,19.309,0,0.136,0.063,0.002
TcChr06b02161.t1,0.139,1.461,0,0.105,0.074,0.003
TcChr06b02167.t1,0.154,2.938,0,0.125,0.066,0.002
TcChr06b02173.t1,0.171,1.146,0,0.123,0.002,0.007
TcChr06b02178.t1,0.213,5.148,0,0.164,0.271,0.007
TcChr06b02184.t1,0.145,8.594,0,0.129,0.028,0.002
TcChr06b02192.t1,0.154,20.22,0,0.15,0.692,0.003
TcChr06b01286.t1,0.177,4.166,0,0.143,0.001,0.003
TcChr06b01342.t1,0.162,3.475,0,0.131,0.002,0.003
TcChr06b01412.t1,0.18,5.971,0,0.149,0.077,0.002
TcChr06b01508.t1,0.191,2.626,0,0.152,0.003,0.01
TcChr06b01589.t1,0.134,2.54,0,0.105,0.056,0.002
TcChr06b01679.t1,0.251,10.836,0,0.185,0.007,0.006
TcChr06b01776.t1,0.155,10.32,0,0.128,0.034,0.002
TcChr06b01884.t1,0.151,4.146,0,0.125,0.103,0.003
TcChr06b01948.t1,0.158,7.115,0,0.134,0.206,0.002
TcChr06b02009.t1,0.137,2.288,0,0.11,0.005,0.002
TcChr06b02133.t1,0.167,4.708,0,0.13,0.038,0.002
TcChr06b02134.t1,0.205,0.214,0,0.146,0.001,0.012
TcChr06b02135.t1,0.124,2.213,0,0.1,0.001,0.003
TcChr06b02136.t1,0.209,16.988,0,0.173,0.083,0.002
TcChr06b02137.t1,0.172,16.156,0,0.139,0.142,0.002
TcChr06b02139.t1,0.16,3.321,0,0.119,0.018,0.004
TcChr06b02140.t1,0.141,4.725,0,0.126,0.036,0.004
TcChr06b02140.t2,0.17,6.971,0,0.141,0.86,0.006
TcChr06b02141.t1,0.121,2.145,0,0.101,0.017,0.002
TcChr06b02142.t1,0.169,1.81,0,0.135,0.011,0.006
TcChr06b02144.t1,0.218,0.201,0,0.107,0,0.013
TcChr06b02145.t1,0.264,9.538,0,0.21,0.949,0.006
TcChr06b02146.t1,0.223,14.84,0,0.186,0.457,0.004
TcChr06b02147.t1,0.167,4.709,0,0.141,0.128,0.005
TcChr06b02148.t1,0.154,10.457,0,0.132,0.475,0.002
TcChr06b02162.t1,0.154,2.743,0,0.126,0.091,0.003
TcChr06b02163.t1,0.159,3.501,0,0.121,0.096,0.003
TcChr06b02164.t1,0.153,2.946,0,0.124,0.03,0.003
TcChr06b02165.t1,0.162,3.301,0,0.131,0.03,0.003
TcChr06b02166.t1,0.163,3.299,0,0.131,0.077,0.003
TcChr06b02168.t1,0.145,2.352,0,0.117,0.022,0.003
TcChr06b02169.t1,0.268,3.131,0,0.192,0.11,0.009
TcChr06b02170.t1,0.167,4.973,0,0.134,0.001,0.002
TcChr06b02171.t1,0.189,10.873,0,0.153,0.14,0.002
TcChr06b02172.t1,0.201,9.892,0,0.166,0.153,0.003
TcChr06b02192.t2,0.153,14.837,0,0.142,0.09,0.002
TcChr06b02193.t1,0.164,13.691,0,0.146,0.403,0.003
TcChr06b02193.t2,0.164,7.531,0,0.143,0.373,0.003
TcChr06b02194.t1,0.228,3.343,0,0.175,0.013,0.006
TcChr06b02195.t1,0.227,9.22,0,0.189,0.019,0.005
TcChr06b02196.t2,0.155,11.687,0,0.139,0.051,0.004
