Protein,Delta_RMSD_loss,Delta_Steric_loss,Delta_Angle_Dev_loss
TcChr07b02423.t1,-0.036,-3.7,0.003
TcChr07b02424.t1,-0.041,-0.676,0.007
TcChr07b02425.t1,-0.058,-13.393,0.006
TcChr07b02426.t1,-0.044,-1.692,0.006
TcChr07b02428.t1,-0.038,-6.622,0.003
TcChr07b02429.t1,-0.041,-1.161,0.007
TcChr07b02430.t1,-0.012,-62.971,0.005
TcChr07b02431.t1,-0.038,-2.476,0.004
TcChr07b02432.t1,-0.065,-20.523,0.006
TcChr07b02434.t1,-0.07,-5.269,0.009
TcChr07b02435.t1,-0.066,-9.959,0.01
TcChr07b02436.t1,-0.031,-3.331,0.003
TcChr07b02437.t1,-0.019,-17.405,0.003
TcChr07b02438.t1,-0.041,-19.991,0.008
TcChr07b02440.t1,-0.033,-1.195,0.005
TcChr07b02441.t1,-0.026,-9.336,0.003
TcChr07b02442.t1,-0.063,-0.206,0.007
TcChr07b02443.t1,-0.021,-4.848,0.002
TcChr07b02444.t1,-0.082,-31.031,0.008
TcChr07b02446.t1,-0.023,-4.824,0.003
TcChr07b02447.t1,-0.033,-2.621,0.002
TcChr07b02448.t1,-0.02,-6.131,0.002
TcChr07b02449.t1,-0.037,-2.446,0.003
TcChr07b02450.t1,-0.021,-4.91,0.002
TcChr07b02452.t1,-0.03,-7.932,0.003
TcChr07b02453.t1,-0.031,-3.193,0.002
TcChr07b02454.t1,-0.024,-4.429,0.003
TcChr07b02455.t1,-0.028,-1.438,0.002
TcChr07b02456.t1,-0.035,-6.707,0.003
TcChr07b02457.t1,-0.047,-2.086,0.008
TcChr07b02458.t1,-0.035,-5.855,0.003
TcChr07b02459.t1,-0.026,-5.532,0.003
TcChr07b02460.t1,-0.002,-8.826,0.007
TcChr07b02461.t1,-0.024,-5.128,0.004
TcChr07b02463.t1,-0.016,-4.964,0.006
TcChr07b02464.t1,-0.052,-5.588,0.006
TcChr07b02465.t1,-0.035,-1.208,0.004
TcChr07b02465.t2,-0.032,-1.127,0.003
TcChr07b02466.t1,-0.042,-1.151,0.003
TcChr07b02468.t1,-0.061,-5.282,0.004
TcChr07b02469.t1,-0.035,-0.637,0.005
TcChr07b02470.t1,-0.027,-4.019,0.001
TcChr07b02471.t1,-0.06,-1.731,0.008
TcChr07b02472.t1,-0.034,-4.544,0.007
TcChr07b02410.t1,-0.034,-3.964,0.002
TcChr07b02415.t1,-0.02,-7.71,0.002
TcChr07b02421.t1,-0.041,-1.218,0.009
TcChr07b02427.t1,-0.048,-5.934,0.003
TcChr07b02433.t1,-0.034,-5.963,0.008
TcChr07b02439.t1,-0.026,-28.737,0.003
TcChr07b02445.t1,-0.034,-2.459,0.002
TcChr07b02451.t1,-0.015,-6.71,0.003
TcChr07b02456.t2,-0.034,-7.777,0.003
TcChr07b02462.t1,-0.05,-3.103,0.004
TcChr08b00002.t1,-0.05,-2.808,0.008
TcChr08b00003.t1,-0.049,-7.308,0.005
TcChr08b00004.t1,-0.061,-6.721,0.004
TcChr08b00005.t1,-0.052,-0.741,0.007
TcChr08b00006.t1,-0.062,-3.062,0.009
TcChr08b00008.t1,-0.052,-0.986,0.006
TcChr08b00009.t1,-0.044,-2.367,0.005
TcChr08b00010.t1,-0.045,-11.882,0.006
TcChr08b00011.t1,-0.036,-3.237,0.005
TcChr08b00012.t1,-0.051,-2.785,0.005
TcChr08b00014.t1,-0.058,-1.997,0.008
TcChr08b00015.t1,-0.058,-3.462,0.006
TcChr08b00016.t1,-0.016,-12.781,0.004
TcChr08b00017.t1,-0.079,-1.063,0.007
TcChr08b00018.t1,-0.061,-7.028,0.006
TcChr08b00020.t1,-0.059,-2.094,0.006
TcChr08b00021.t1,-0.059,-1.005,0.007
TcChr08b00022.t1,-0.049,-1.732,0.006
TcChr08b00023.t1,-0.039,-8.497,0.003
TcChr08b00024.t1,-0.019,-5.63,0.001
TcChr08b00026.t1,-0.024,-5.907,0.001
TcChr08b00027.t1,-0.037,-3.935,0.003
TcChr08b00028.t1,-0.019,-5.73,0.001
TcChr08b00029.t1,-0.019,-4.692,0.002
TcChr08b00030.t1,-0.023,-5.42,0.001
TcChr08b00032.t1,-0.034,-6.393,0.002
TcChr08b00033.t1,-0.036,-18.519,0.003
TcChr08b00034.t1,-0.045,-4.287,0.004
TcChr08b00035.t1,-0.069,-6.235,0.006
TcChr08b00036.t1,-0.04,-5.929,0.004
TcChr08b00037.t1,-0.043,-6.834,0.006
TcChr08b00038.t1,-0.044,-7.481,0.006
TcChr08b00039.t1,-0.021,-3.606,0.002
TcChr08b00039.t2,-0.024,-3.397,0.003
TcChr08b00040.t1,-0.036,-4.069,0.003
TcChr08b00042.t1,-0.023,-10.628,0.004
TcChr08b00043.t1,-0.036,-0.197,0.003
TcChr08b00044.t1,-0.036,-0.892,0.005
TcChr08b00045.t1,-0.029,-0.53,0.003
TcChr08b00046.t1,-0.019,-7.777,0.002
TcChr08b00048.t1,-0.025,-4.447,0.001
TcChr08b00049.t1,-0.022,-6.079,0.001
TcChr08b00050.t1,-0.023,-6.887,0.001
TcChr08b00051.t1,-0.028,-3.912,0.001
TcChr08b00052.t1,-0.027,-2.665,0.001
TcChr08b00054.t1,-0.026,-3.664,0.001
TcChr08b00055.t1,-0.021,-5.705,0.001
TcChr08b00056.t1,-0.024,-3.651,0.002
TcChr08b00057.t1,-0.022,-4.91,0.001
TcChr08b00058.t1,-0.055,-1.28,0.007
TcChr08b00072.t1,-0.03,-8.905,0.003
TcChr08b00073.t1,-0.056,-11.2,0.005
TcChr08b00074.t1,-0.027,-4.089,0.003
TcChr08b00075.t1,-0.023,-4.96,0.003
TcChr08b00076.t1,-0.032,-5.609,0.003
TcChr08b00001.t1,-0.057,-1.109,0.009
TcChr08b00007.t1,-0.044,-1.291,0.008
TcChr08b00013.t1,-0.047,-5.241,0.009
TcChr08b00019.t1,-0.032,-14.741,0.002
TcChr08b00025.t1,-0.024,-7.417,0.003
TcChr08b00031.t1,-0.024,-4.25,0.001
TcChr08b00036.t2,-0.027,-4.881,0.004
TcChr08b00041.t1,-0.024,-20.321,0.004
TcChr08b00047.t1,-0.084,-8.989,0.006
TcChr08b00053.t1,-0.025,-4.321,0.001
TcChr08b00059.t1,-0.022,-4.954,0.001
TcChr08b00078.t1,-0.057,-1.839,0.008
TcChr08b00079.t1,-0.037,-2.817,0.003
TcChr08b00080.t1,-0.034,-4.865,0.004
TcChr08b00081.t1,-0.083,-2.287,0.018
TcChr08b00082.t1,-0.055,-1.288,0.005
TcChr08b00099.t1,-0.057,-23.738,0.006
TcChr08b00100.t1,-0.064,-3.19,0.01
TcChr08b00101.t1,-0.066,-6.811,0.014
TcChr08b00102.t1,-0.049,-12.629,0.004
TcChr08b00103.t1,-0.022,-10.101,0.001
TcChr08b00105.t1,-0.025,-6.321,0.001
TcChr08b00106.t1,-0.02,-6.644,0.001
TcChr08b00107.t1,-0.034,-5.894,0.001
TcChr08b00108.t1,-0.018,-7.882,0.001
TcChr08b00109.t1,-0.023,-7.803,0.001
TcChr08b00111.t1,-0.052,-5.268,0.01
TcChr08b00112.t1,-0.05,-0.642,0.005
TcChr08b00113.t1,-0.023,-7.087,0.001
TcChr08b00114.t1,-0.026,-2.707,0.001
TcChr08b00115.t1,-0.026,-5.658,0.001
TcChr08b00131.t1,-0.102,-0.684,0.018
TcChr08b00132.t1,-0.084,-1.681,0.012
TcChr08b00133.t1,-0.032,-6.856,0.006
TcChr08b00134.t1,-0.094,-1.01,0.012
TcChr08b00135.t1,-0.091,-1.228,0.016
TcChr08b00137.t1,-0.062,-1.046,0.011
TcChr08b00138.t1,-0.066,-1.946,0.01
TcChr08b00139.t1,-0.046,-17.188,0.018
TcChr08b00140.t1,-0.064,-5.94,0.011
TcChr08b00141.t1,-0.074,-0.364,0.009
TcChr08b00143.t1,-0.065,-0.691,0.008
TcChr08b00144.t1,-0.026,-2.394,0.006
TcChr08b00145.t1,-0.03,-7.933,0.007
TcChr08b00146.t1,-0.046,-6.379,0.006
TcChr08b00147.t1,-0.049,-2.938,0.008
TcChr08b00149.t1,-0.046,-4.041,0.005
TcChr08b00150.t1,-0.05,-5.03,0.006
TcChr08b00151.t1,-0.033,-1.979,0.005
TcChr08b00152.t1,-0.033,-3.775,0.002
TcChr08b00152.t2,-0.024,-3.295,0.002
TcChr08b00154.t1,-0.045,-0.711,0.005
TcChr08b00155.t1,-0.046,-2.188,0.006
TcChr08b00156.t1,-0.037,-3.554,0.004
TcChr08b00157.t1,-0.043,-2.749,0.004
TcChr08b00158.t1,-0.041,-4.03,0.005
TcChr08b00160.t1,-0.041,-3.977,0.003
TcChr08b00161.t1,-0.027,-4.166,0.002
TcChr08b00162.t1,-0.02,-5.212,0.003
TcChr08b00163.t1,-0.035,-6.127,0.005
TcChr08b00164.t1,-0.029,-16.309,0.002
TcChr08b00166.t1,-0.024,-5.317,0.001
TcChr08b00167.t1,-0.025,-4.736,0.001
TcChr08b00168.t1,-0.025,-5.975,0.001
TcChr08b00169.t1,-0.016,-9.831,0.001
TcChr08b00170.t1,-0.024,-4.019,0.002
TcChr08b00077.t1,-0.026,-1.354,0.002
TcChr08b00083.t1,-0.023,-7.461,0.001
TcChr08b00088.t1,-0.018,-43.844,0.004
TcChr08b00098.t1,-0.014,-3.025,0.003
TcChr08b00104.t1,-0.022,-7.155,0.001
TcChr08b00110.t1,-0.024,-4.618,0.001
TcChr08b00116.t1,-0.023,-7.002,0.001
TcChr08b00122.t1,-0.015,-3.971,0.005
TcChr08b00130.t1,-0.036,-3.613,0.004
TcChr08b00136.t1,-0.048,-5.106,0.006
TcChr08b00142.t1,-0.078,-0.947,0.009
TcChr08b00148.t1,-0.06,-0.562,0.009
TcChr08b00153.t1,-0.055,-0.414,0.007
TcChr08b00159.t1,-0.046,-2.884,0.008
TcChr08b00190.t1,-0.034,-2.361,0.002
TcChr08b00191.t1,-0.045,-0.301,0.006
TcChr08b00192.t1,-0.038,-5.895,0.002
TcChr08b00193.t1,-0.039,-3.433,0.003
TcChr08b00194.t1,-0.025,-3.724,0.001
TcChr08b00196.t1,-0.025,-4.33,0.001
TcChr08b00197.t1,-0.046,-9.104,0.006
TcChr08b00198.t1,-0.025,-3.356,0.001
TcChr08b00199.t1,-0.028,-4.66,0.001
TcChr08b00199.t2,-0.028,-4.95,0.001
TcChr08b00201.t1,-0.03,-3.809,0.002
TcChr08b00202.t1,-0.029,-5.858,0.002
TcChr08b00203.t1,-0.068,-12.776,0.006
TcChr08b00204.t1,-0.062,-2.713,0.005
TcChr08b00205.t1,-0.05,-2.131,0.006
TcChr08b00219.t1,-0.023,-4.318,0.002
TcChr08b00220.t1,-0.027,-6.447,0.002
TcChr08b00221.t1,-0.034,-4.536,0.002
TcChr08b00222.t1,-0.023,-6.387,0.002
TcChr08b00223.t1,-0.033,-4.732,0.002
TcChr08b00225.t1,-0.024,-5.216,0.002
TcChr08b00226.t1,-0.028,-4.562,0.002
TcChr08b00227.t1,-0.069,-2.169,0.008
TcChr08b00227.t2,-0.061,-0.379,0.006
TcChr08b00228.t1,-0.058,-10.944,0.005
TcChr08b00230.t1,-0.026,-1.468,0.008
TcChr08b00231.t1,-0.028,-12.871,0.002
TcChr08b00232.t1,-0.021,-11.567,0.003
TcChr08b00233.t1,-0.025,-2.757,0.005
TcChr08b00234.t1,-0.03,-6.349,0.002
TcChr08b00236.t1,-0.029,-3.309,0.002
TcChr08b00237.t1,-0.029,-4.033,0.002
TcChr08b00238.t1,-0.03,-3.938,0.002
TcChr08b00239.t1,-0.051,-7.124,0.008
TcChr08b00240.t1,-0.038,-6.562,0.002
TcChr08b00242.t1,-0.041,-18.109,0.005
TcChr08b00243.t1,-0.019,-6.349,0.002
TcChr08b00244.t1,-0.027,-6.598,0.003
TcChr08b00245.t1,-0.027,-6.24,0.002
TcChr08b00246.t1,-0.022,-4.21,0.002
TcChr08b00247.t1,-0.022,-8.534,0.002
TcChr08b00248.t1,-0.027,-3.506,0.002
TcChr08b00249.t1,-0.022,-5.987,0.002
TcChr08b00250.t1,-0.025,-5.276,0.002
TcChr08b00251.t1,-0.023,-4.384,0.002
TcChr08b00253.t1,-0.022,-6.676,0.002
TcChr08b00254.t1,-0.021,-4.48,0.002
TcChr08b00255.t1,-0.018,-7.02,0.002
TcChr08b00256.t1,-0.022,-4.675,0.002
TcChr08b00257.t1,-0.027,-3.581,0.002
TcChr08b00259.t1,-0.018,-7.341,0.002
TcChr08b00260.t1,-0.018,-7.151,0.002
TcChr08b00261.t1,-0.026,-5.695,0.002
TcChr08b00262.t1,-0.026,-5.562,0.002
TcChr08b00263.t1,-0.049,-7.823,0.007
TcChr08b00171.t1,-0.02,-9.754,0.002
TcChr08b00176.t1,-0.025,-4.815,0.001
TcChr08b00182.t1,-0.026,-3.85,0.001
TcChr08b00189.t1,-0.025,-4.629,0.003
TcChr08b00195.t1,-0.024,-4.809,0.002
TcChr08b00200.t1,-0.021,-7.814,0.001
TcChr08b00206.t1,-0.045,-1.816,0.008
TcChr08b00218.t1,-0.037,-3.55,0.005
TcChr08b00224.t1,-0.026,-3.653,0.002
TcChr08b00229.t1,-0.023,-5.142,0.002
TcChr08b00235.t1,-0.028,-2.768,0.002
TcChr08b00241.t1,-0.027,-1.381,0.002
TcChr08b00246.t2,-0.026,-2.797,0.002
TcChr08b00252.t1,-0.027,-3.314,0.002
TcChr07b01865.t1,-0.026,-14.486,0.005
TcChr07b01960.t1,-0.04,-1.087,0.006
TcChr07b02059.t1,-0.048,-19.15,0.004
TcChr07b02132.t1,-0.04,-2.413,0.004
TcChr07b02193.t1,-0.023,-3.827,0.002
TcChr07b02251.t1,-0.047,-5.154,0.004
TcChr07b02342.t1,-0.045,-5.004,0.005
TcChr07b02405.t1,-0.029,-30.88,0.004
TcChr07b02467.t1,-0.043,-8.808,0.005
TcChr08b00071.t1,-0.036,-6.206,0.002
TcChr08b00265.t1,-0.037,-4.431,0.002
TcChr08b00266.t1,-0.079,-0.819,0.014
TcChr08b00267.t1,-0.026,-4.653,0.002
TcChr08b00268.t1,-0.022,-5.131,0.002
TcChr08b00269.t1,-0.008,-12.561,0.004
TcChr08b00271.t1,-0.031,-4.217,0.002
TcChr08b00272.t1,-0.036,-7.843,0.002
TcChr08b00273.t1,-0.04,-1.539,0.005
TcChr08b00274.t1,-0.027,-27.065,0.002
TcChr08b00275.t1,-0.027,-1.495,0.001
TcChr08b00276.t1,-0.036,-7.111,0.004
TcChr08b00278.t1,-0.022,-6.429,0.002
TcChr08b00279.t1,-0.026,-6.863,0.003
TcChr08b00280.t1,-0.018,-17.171,0.002
TcChr08b00280.t2,-0.024,-5.144,0.002
TcChr08b00281.t1,-0.066,-4.729,0.008
TcChr08b00283.t1,-0.024,-3.46,0.002
TcChr08b00283.t2,-0.029,-3.247,0.002
TcChr08b00284.t1,-0.059,-2.865,0.007
TcChr08b00285.t1,-0.045,-4.327,0.003
TcChr08b00286.t1,-0.022,-9.606,0.004
TcChr08b00288.t1,-0.055,-0.166,0.008
TcChr08b00289.t1,-0.038,-22.567,0.003
TcChr08b00290.t1,-0.067,-10.162,0.006
TcChr08b00291.t1,-0.029,-1.243,0.008
TcChr08b00292.t1,-0.039,-3.113,0.004
TcChr08b00294.t1,-0.059,-1.097,0.006
TcChr08b00295.t1,-0.008,-19.934,0.004
TcChr08b00296.t1,-0.056,-1.33,0.007
TcChr08b00297.t1,-0.016,-0.413,0.002
TcChr08b00298.t1,-0.008,-6.594,0.003
TcChr08b00299.t1,-0.034,-3.173,0.002
TcChr08b00301.t1,-0.012,-10.673,0.003
TcChr08b00302.t1,-0.017,-29.452,0.004
TcChr08b00303.t1,-0.018,-7.253,0.002
TcChr08b00304.t1,-0.048,-0.809,0.007
TcChr08b00305.t1,-0.035,-3.935,0.004
TcChr08b00307.t1,-0.029,-6.067,0.002
TcChr08b00308.t1,-0.051,-2.936,0.005
TcChr08b00309.t1,-0.036,-0.267,0.004
TcChr08b00310.t1,-0.019,-6.438,0.003
TcChr08b00311.t1,-0.024,-3.182,0.003
TcChr08b00313.t1,-0.048,-0.584,0.007
TcChr08b00314.t1,-0.053,-4.336,0.007
TcChr08b00315.t1,-0.048,-6.609,0.004
TcChr08b00315.t2,-0.043,-3.804,0.003
TcChr08b00316.t1,-0.018,-18.079,0.004
TcChr08b00317.t2,-0.047,-5.491,0.01
TcChr08b00318.t1,-0.061,-1.751,0.004
TcChr08b00319.t1,-0.026,-16.413,0.003
TcChr08b00320.t1,-0.028,-10.316,0.006
TcChr08b00321.t1,-0.034,-4.912,0.004
TcChr08b00323.t1,-0.026,-12.238,0.005
TcChr08b00324.t1,-0.022,-7.25,0.004
TcChr08b00325.t1,-0.036,-7.228,0.004
TcChr08b00326.t1,-0.03,-15.665,0.004
TcChr08b00327.t1,-0.059,-0.717,0.01
TcChr08b00264.t1,-0.033,-7.375,0.002
TcChr08b00270.t1,-0.041,-1.96,0.005
TcChr08b00277.t1,-0.025,-11.254,0.004
TcChr08b00282.t1,-0.036,-4.175,0.004
TcChr08b00287.t1,-0.038,-7.082,0.003
TcChr08b00293.t1,-0.046,-1.602,0.005
TcChr08b00300.t1,-0.018,-10.977,0.003
TcChr08b00306.t1,-0.049,-1.456,0.008
TcChr08b00312.t1,-0.027,-6.833,0.002
TcChr08b00317.t1,-0.051,-2.934,0.008
TcChr08b00360.t1,-0.047,-2.107,0.008
TcChr08b00361.t1,-0.04,-8.665,0.006
TcChr08b00362.t1,-0.03,-8.846,0.003
TcChr08b00363.t1,-0.024,-6.534,0.002
TcChr08b00364.t1,-0.032,-0.905,0.003
TcChr08b00366.t1,-0.037,-2.374,0.009
TcChr08b00367.t1,-0.042,-1.212,0.004
TcChr08b00368.t1,-0.042,-7.988,0.003
TcChr08b00369.t1,-0.056,-4.997,0.01
TcChr08b00370.t1,-0.013,-8.109,0.003
TcChr08b00372.t1,-0.024,-3.765,0.005
TcChr08b00373.t1,-0.013,-4.196,0.003
TcChr08b00374.t1,-0.001,-9.897,0.004
TcChr08b00375.t1,-0.018,-4.143,0.003
TcChr08b00376.t1,-0.025,-12.041,0.002
TcChr08b00378.t1,-0.023,-10.883,0.002
TcChr08b00379.t1,-0.034,-0.196,0.004
TcChr08b00380.t1,-0.022,-10.495,0.002
TcChr08b00381.t1,-0.037,-6.887,0.002
TcChr08b00382.t1,-0.039,-1.617,0.003
TcChr08b00384.t1,-0.037,-0.374,0.003
TcChr08b00385.t1,-0.022,-4.851,0.002
TcChr08b00386.t1,-0.016,-8.518,0.002
TcChr08b00387.t1,-0.026,-9.345,0.008
TcChr08b00388.t1,-0.022,-6.209,0.002
TcChr08b00411.t1,-0.037,-0.369,0.005
TcChr08b00412.t1,-0.022,-6.201,0.001
TcChr08b00413.t1,-0.101,-11.208,0.01
TcChr08b00414.t1,-0.015,-13.076,0.002
TcChr08b00415.t1,-0.025,-6.074,0.001
TcChr08b00417.t1,-0.023,-5.476,0.002
TcChr08b00418.t1,-0.02,-7.337,0.001
TcChr08b00419.t1,-0.018,-22.21,0.002
TcChr08b00420.t1,-0.018,-17.553,0.002
TcChr08b00421.t1,-0.011,-20.313,0.002
TcChr08b00423.t1,-0.027,-6.93,0.001
TcChr08b00424.t1,-0.019,-8.322,0.001
TcChr08b00425.t1,-0.019,-7.349,0.001
TcChr08b00426.t1,-0.021,-7.081,0.001
TcChr08b00427.t1,-0.024,-5.085,0.001
TcChr08b00429.t1,-0.02,-6.023,0.001
TcChr08b00430.t1,-0.021,-2.112,0.005
TcChr08b00431.t1,-0.033,-5.981,0.002
TcChr08b00432.t1,-0.038,-8.7,0.004
TcChr08b00433.t1,-0.072,-2.938,0.01
TcChr08b00449.t1,-0.051,-2.389,0.008
TcChr08b00450.t1,-0.033,-0.692,0.004
TcChr08b00451.t1,-0.047,-5.349,0.004
TcChr08b00452.t1,-0.05,-1.292,0.007
TcChr08b00452.t2,-0.038,-6.014,0.01
TcChr08b00454.t1,-0.033,-3.633,0.003
TcChr08b00455.t1,-0.02,-8.124,0.002
TcChr08b00456.t1,-0.07,-0.892,0.01
TcChr08b00457.t1,-0.03,-2.015,0.002
TcChr08b00458.t1,-0.033,-2.343,0.003
TcChr08b00328.t1,-0.035,-6.572,0.004
TcChr08b00334.t1,-0.031,-2.42,0.003
TcChr08b00340.t1,-0.02,-10.665,0.003
TcChr08b00346.t1,-0.016,-2.56,0.005
TcChr08b00352.t1,-0.016,-6.314,0.001
TcChr08b00359.t1,-0.052,-4.323,0.004
TcChr08b00365.t1,-0.06,-0.209,0.006
TcChr08b00371.t1,-0.006,-17.504,0.006
TcChr08b00377.t1,-0.025,-7.759,0.003
TcChr08b00383.t1,-0.03,-2.056,0.002
TcChr08b00389.t1,-0.016,-9.333,0.001
TcChr08b00395.t1,-0.036,-8.379,0.002
TcChr08b00399.t1,-0.024,-5.741,0.001
TcChr08b00410.t1,-0.075,-1.724,0.009
TcChr08b00416.t1,-0.026,-3.194,0.001
TcChr08b00422.t1,-0.016,-29.556,0.001
TcChr08b00428.t1,-0.018,-5.196,0.001
TcChr08b00434.t1,-0.037,-2.107,0.005
TcChr08b00440.t1,-0.036,-8.569,0.005
TcChr08b00448.t1,-0.044,-3.969,0.008
TcChr08b00460.t1,-0.028,-7.574,0.002
TcChr08b00461.t1,-0.033,-2.065,0.006
TcChr08b00462.t1,-0.036,-3.633,0.005
TcChr08b00463.t1,-0.029,-6.689,0.003
TcChr08b00464.t1,-0.04,-0.2,0.005
TcChr08b00466.t1,-0.026,-3.911,0.002
TcChr08b00467.t1,-0.027,-4.437,0.002
TcChr08b00468.t1,-0.061,-7.358,0.008
TcChr08b00469.t1,-0.05,-0.147,0.004
TcChr08b00470.t1,-0.08,-0.906,0.011
TcChr08b00472.t1,-0.041,-2.309,0.005
TcChr08b00473.t1,-0.04,-2.628,0.009
TcChr08b00474.t1,-0.04,-10.173,0.002
TcChr08b00474.t2,-0.038,-4.419,0.003
TcChr08b00475.t1,-0.111,-0.246,0.013
TcChr08b00477.t1,-0.026,-4.08,0.003
TcChr08b00477.t2,-0.035,-1.27,0.003
TcChr08b00478.t1,-0.028,-2.212,0.004
TcChr08b00479.t1,-0.032,-8.984,0.003
TcChr08b00480.t1,-0.043,-5.564,0.003
TcChr08b00482.t1,-0.028,-17.736,0.004
TcChr08b00483.t1,-0.036,-1.3,0.007
TcChr08b00484.t1,-0.035,-3.786,0.002
TcChr08b00484.t2,-0.035,-5.113,0.002
TcChr08b00485.t1,-0.03,-8.525,0.002
TcChr08b00487.t1,-0.04,-2.959,0.003
TcChr08b00488.t1,-0.028,-3.19,0.004
TcChr08b00489.t1,-0.046,-0.385,0.002
TcChr08b00490.t1,-0.083,-1.038,0.009
TcChr08b00491.t1,-0.018,-12.611,0.004
TcChr08b00493.t1,-0.052,-5.903,0.007
TcChr08b00494.t1,-0.044,-5.279,0.006
TcChr08b00494.t2,-0.044,-6.355,0.005
TcChr08b00495.t1,-0.044,-8.07,0.003
TcChr08b00496.t1,-0.091,-0.972,0.009
TcChr08b00498.t1,-0.016,-10.501,0.003
TcChr08b00499.t1,-0.027,-6.722,0.003
TcChr08b00500.t1,-0.029,-10.368,0.003
TcChr08b00501.t1,-0.019,-14.417,0.003
TcChr08b00502.t1,-0.049,-10.729,0.003
TcChr08b00504.t1,-0.042,-10.767,0.003
TcChr08b00505.t1,-0.038,-5.676,0.003
TcChr08b00506.t1,-0.033,-1.84,0.002
TcChr08b00507.t1,-0.025,-4.726,0.001
TcChr08b00508.t1,-0.023,-7.745,0.002
TcChr08b00510.t1,-0.061,-5.673,0.009
TcChr08b00511.t1,-0.034,-1.216,0.009
TcChr08b00512.t1,-0.032,-0.284,0.004
TcChr08b00513.t1,-0.018,-12.876,0.003
TcChr08b00514.t1,-0.022,-6.062,0.003
TcChr08b00516.t1,-0.027,-2.63,0.004
TcChr08b00517.t1,-0.021,-6.093,0.003
TcChr08b00518.t1,-0.052,-0.616,0.005
TcChr08b00519.t1,-0.022,-3.031,0.009
TcChr08b00520.t1,-0.019,-4.899,0.006
TcChr08b00459.t1,-0.013,-9.268,0.005
TcChr08b00465.t1,-0.023,-13.611,0.005
TcChr08b00471.t1,-0.04,-0.707,0.003
TcChr08b00476.t1,-0.027,-5.227,0.002
TcChr08b00481.t1,-0.064,-6.743,0.011
TcChr08b00486.t1,-0.023,-4.342,0.002
TcChr08b00492.t1,-0.024,-1.993,0.004
TcChr08b00497.t1,-0.021,-14.096,0.002
TcChr08b00503.t1,-0.055,-0.061,0.007
TcChr08b00509.t1,-0.053,-0.378,0.01
TcChr08b00522.t1,-0.027,-1.819,0.004
TcChr08b00523.t1,-0.012,-5.11,0.008
TcChr08b00524.t1,-0.035,-2.011,0.004
TcChr08b00525.t1,-0.025,-3.231,0.004
TcChr08b00526.t1,-0.031,-3.609,0.009
TcChr08b00528.t1,-0.025,-1.949,0.005
TcChr08b00529.t1,-0.03,-1.704,0.005
TcChr08b00530.t1,-0.015,-4.05,0.003
TcChr08b00531.t1,-0.025,-1.917,0.002
TcChr08b00532.t1,-0.026,-2.898,0.002
TcChr08b00534.t1,-0.066,-1.205,0.011
TcChr08b00535.t1,-0.08,-8.114,0.023
TcChr08b00536.t1,-0.045,-5.682,0.006
TcChr08b00537.t1,-0.042,-10.164,0.005
TcChr08b00538.t1,-0.05,-0.488,0.006
TcChr08b00540.t1,-0.033,-2.82,0.005
TcChr08b00541.t1,-0.043,-0.756,0.005
TcChr08b00542.t1,-0.044,-0.654,0.005
TcChr08b00543.t1,-0.044,-1.086,0.015
TcChr08b00544.t1,-0.049,-1.265,0.006
TcChr08b00546.t1,-0.054,-2.476,0.006
TcChr08b00547.t1,-0.051,-1.265,0.006
TcChr08b00548.t1,-0.053,-0.863,0.005
TcChr08b00549.t1,-0.034,-18.837,0.004
TcChr08b00550.t1,-0.028,-2.968,0.002
TcChr08b00552.t1,0.009,-52.11,0.021
TcChr08b00553.t1,-0.012,-13.236,0.002
TcChr08b00554.t1,-0.05,-1.312,0.008
TcChr08b00555.t1,-0.028,-15.172,0.003
TcChr08b00556.t1,-0.025,-2.289,0.004
TcChr08b00558.t1,-0.025,-6.872,0.002
TcChr08b00558.t2,-0.019,-6.86,0.002
TcChr08b00559.t1,-0.061,-3.588,0.01
TcChr08b00560.t1,-0.028,-4.52,0.001
TcChr08b00560.t2,-0.024,-5.294,0.001
TcChr08b00561.t1,-0.033,-4.597,0.002
TcChr08b00562.t1,-0.012,-8.243,0.003
TcChr08b00563.t1,-0.027,-7.452,0.006
TcChr08b00564.t1,-0.042,-3.204,0.004
TcChr08b00565.t1,-0.024,-3.301,0.002
TcChr08b00582.t1,-0.038,-5.215,0.003
TcChr08b00583.t1,-0.026,-2.822,0.01
TcChr08b00584.t1,-0.031,-4.53,0.005
TcChr08b00585.t1,-0.044,-3.167,0.006
TcChr08b00586.t1,-0.02,-2.961,0.009
TcChr08b00588.t1,-0.031,-2.305,0.007
TcChr08b00589.t1,-0.017,-2.18,0.004
TcChr08b00590.t1,-0.029,-1.879,0.003
TcChr08b00591.t1,-0.022,-1.775,0.003
TcChr08b00592.t1,-0.028,-2.083,0.003
TcChr08b00594.t1,-0.026,-2.24,0.006
TcChr08b00595.t1,-0.027,-1.605,0.003
TcChr08b00596.t1,-0.029,-2.584,0.005
TcChr08b00597.t1,-0.022,-2.697,0.004
TcChr08b00598.t1,-0.023,-1.783,0.003
TcChr08b00521.t1,-0.033,-1.866,0.003
TcChr08b00527.t1,-0.025,-1.617,0.003
TcChr08b00533.t1,-0.035,-2.967,0.002
TcChr08b00539.t1,-0.059,-0.669,0.006
TcChr08b00545.t1,-0.054,-2.532,0.006
TcChr08b00551.t1,-0.016,-1.307,0.003
